drug_id,generic_name,molecular_formula,molecular_weight,smiles
5263,benralizumab,,,
5279,ibalizumab,,,
5282,burosumab,,,
5284,erenumab,,,
5319,inotersen,,,
5301,baloxavir marboxil,C27H23F2N3O7S,571.6,COC(=O)OCOC1=C2C(=O)N3CCOCC3N(N2C=CC1=O)C4C5=C(CSC6=CC=CC=C46)C(=C(C=C5)F)F
5305,larotrectinib,C21H22F2N6O2,428.4,C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F
5354,givosiran,,,
5322,ravulizumab,,,
5337,risankizumab,,,
5352,cefiderocol,C30H34ClN7O10S2,752.2,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4(CCCC4)CCNC(=O)C5=C(C(=C(C=C5)O)O)Cl)C(=O)[O-]
5366,enfortumab vedotin,,,
5456,imdevimab,,,
5357,golodirsen,,,
5361,ubrogepant,C29H26F3N5O3,549.5,CC1C(CC(C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(CC4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=CC=CC=C6
5364,luspatercept,,,
5381,rimegepant,C28H28F2N6O3,534.6,C1CC(C2=C(C=CC=N2)C(C1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6
5476,lonapegsomatropin,,,
5477,tisotumab vedotin,,,
5402,inqovi,,,
5408,viltolarsen,,,
5479,tralokinumab,,,
5415,lumasiran,,,
5430,berotralstat,C30H26F4N6O,562.6,C1CC1CNC(C2=CC(=C(C=C2)F)NC(=O)C3=CC(=NN3C4=CC=CC(=C4)CN)C(F)(F)F)C5=CC=CC(=C5)C#N
5436,atoltivimab,,,
5443,casimersen,,,
5444,fosdenopterin,C10H14N5O8P,363.22,C1C2C(C(C3C(O2)NC4=C(N3)C(=O)NC(=N4)N)(O)O)OP(=O)(O1)O
5447,dasiglucagon,C152H222N38O50,3381.6,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C(CC7=CNC=N7)N
5453,bamlanivimab,,,
5472,atogepant,C29H23F6N5O3,603.5,CC1C(CC(C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(CC4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=C(C=CC(=C6F)F)F
5496,maribavir,C15H19Cl2N3O4,376.2,CC(C)NC1=NC2=CC(=C(C=C2N1C3C(C(C(O3)CO)O)O)Cl)Cl
5499,efgartigimod alfa,,,
5512,sutimlimab,,,
2480,stiripentol,C14H18O3,234.29,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O
1786,metoprolol,C15H25NO3,267.36,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
589,chloramphenicol,C11H12Cl2N2O5,323.13,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
1207,fluorescein,C20H12O5,332.3,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
692,clofazimine,C27H22Cl2N4,473.4,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
4615,N-Acetylglucosamine,C8H15NO6,221.21,CC(=O)NC(C=O)C(C(C(CO)O)O)O
89,adenine,C5H5N5,135.13,C1=NC2=NC=NC(=C2N1)N
624,chlortetracycline,C22H23ClN2O8,478.9,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O
1912,niclosamide,C13H8Cl2N2O4,327.12,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
4265,gentamicin,C21H43N5O7,477.6,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
1513,itraconazole,C35H38Cl2N8O4,705.6,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
888,dihydroergotamine,C33H37N5O5,583.7,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C
1264,gabapentin,C9H17NO2,171.24,C1CCC(CC1)(CC(=O)O)CN
2123,phenelzine,C8H12N2,136.19,C1=CC=C(C=C1)CCNN
2255,pregabalin,C8H17NO2,159.23,CC(C)CC(CC(=O)O)CN
1429,imiquimod,C14H16N4,240.30,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N
1601,lopinavir,C37H48N4O5,628.8,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O
4958,ipilimumab,,,
1679,memantine,C12H21N,179.30,CC12CC3CC(C1)(CC(C3)(C2)N)C
4966,ustekinumab,,,
5400,remimazolam,C21H19BrN4O2,439.3,CC1=CN=C2N1C3=C(C=C(C=C3)Br)C(=NC2CCC(=O)OC)C4=CC=CC=N4
4915,blinatumomab,,,
5497,pafolacianine,C61H67N9O17S4,1326.5,CC1(C2=C(C=CC(=C2)S(=O)(=O)[O-])[N+](=C1C=CC3=C(C(=CC=C4C(C5=C(N4CCCCS(=O)(=O)O)C=CC(=C5)S(=O)(=O)O)(C)C)CCC3)OC6=CC=C(C=C6)CC(C(=O)O)NC(=O)C7=CC=C(C=C7)NCC8=CN=C9C(=N8)C(=O)NC(=N9)N)CCCCS(=O)(=O)O)C
757,cyclopentolate,C17H25NO3,291.4,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O
5137,peginterferon beta-1a,,,
5514,relatlimab,,,
5185,gallium (68Ga) edotreotide,C65H89GaN14O18S2,1486.5,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)NC(CO)C(C)O)O.[Ga+3]
5164,peginterferon alfa-2b,,,
102,alatrofloxacin,C26H25F3N6O5,558.5,CC(C(=O)NC(C)C(=O)NC1C2C1CN(C2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F)N
4956,bevacizumab,,,
4149,doripenem,C15H24N4O6S2,420.5,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O
3248,fosfestrol,C18H22O8P2,428.3,CCC(=C(CC)C1=CC=C(C=C1)OP(=O)(O)O)C2=CC=C(C=C2)OP(=O)(O)O
5303,revefenacin,C35H43N5O4,597.7,CN(CCN1CCC(CC1)OC(=O)NC2=CC=CC=C2C3=CC=CC=C3)C(=O)C4=CC=C(C=C4)CN5CCC(CC5)C(=O)N
5509,lutetium (177Lu) vipivotide tetraxetan,C49H68LuN9O16,1216.1,C1CC(CCC1CNC(=O)CN2CCN(CCN(CCN(CC2)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)NC(CC3=CC4=CC=CC=C4C=C3)C(=O)NCCCCC(C(=O)O)NC(=O)NC(CCC(=O)O)C(=O)O.[Lu+3]
813,deslanoside,C47H74O19,943.1,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)O)O
2510,sulfamerazine,C11H12N4O2S,264.31,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N
1491,isoetarine,C13H21NO3,239.31,CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C
4229,tafluprost,C25H34F2O5,452.5,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O
4979,trastuzumab,,,
5242,voxilaprevir,C40H52F4N6O9S,868.9,CCC1C2CN(C1C(=O)NC3(CC3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)C(NC(=O)OC5CC5CCCCC(C6=NC7=C(C=C(C=C7)OC)N=C6O2)(F)F)C(C)(C)C
5271,macimorelin,C26H30N6O3,474.6,CC(C)(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC3=CNC4=CC=CC=C43)NC=O)N
5362,romosozumab,,,
5449,evinacumab,,,
5464,aducanumab,,,
5468,odevixibat,C37H48N4O8S2,740.9,CCCCC1(CN(C2=CC(=C(C=C2S(=O)(=O)N1)OCC(=O)NC(C3=CC=C(C=C3)O)C(=O)NC(CC)C(=O)O)SC)C4=CC=CC=C4)CCCC
2675,tioconazole,C16H13Cl3N2OS,387.7,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
5003,insulin human,C257H383N65O77S6,5808,CCC(C)C1C(=O)NC2CSSCC(C(=O)NC(CSSCC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CC(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(C)C)CCC(=O)O)CC(=O)N)CC4=CC=C(C=C4)O)C(=O)NC(CC(=O)N)C(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC5=CC=CC=C5)C(=O)NC(CC6=CC=CC=C6)C(=O)NC(CC7=CC=C(C=C7)O)C(=O)NC(C(C)O)C(=O)N8CCCC8C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)O)C(C)C)CC(C)C)CC9=CC=C(C=C9)O)CC(C)C)C)CCC(=O)O)C(C)C)CC(C)C)CC2=CNC=N2)CO)NC(=O)C(CC(C)C)NC(=O)C(CC2=CNC=N2)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC2=CC=CC=C2)N)C(=O)NC(C(=O)NC(C(=O)N1)CO)C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)CN
5046,cobimetinib,C21H21F3IN3O2,531.3,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O
257,atorvastatin,C33H35FN2O5,558.6,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
3369,naphazoline,C14H14N2,210.27,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32
758,cyclophosphamide,C7H15Cl2N2O2P,261.08,C1CNP(=O)(OC1)N(CCCl)CCCl
4937,alectinib,C30H34N4O2,482.6,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C
1176,flecainide,C17H20F6N2O3,414.34,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
2616,thalidomide,C13H10N2O4,258.23,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
1325,glycyrrhizic acid,C42H62O16,822.9,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
1365,hexafluronium,C36H42N2+2,502.7,C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C3=CC=CC=C13)C4C5=CC=CC=C5C6=CC=CC=C46
789,decamethonium,C16H38N2+2,258.49,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
2780,tryptophan,C11H12N2O2,204.22,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
4635,Choline C-11,C5H14NO+,103.17,C[N+](C)(C)CCO
4642,dodecanoic acid,C12H24O2,200.32,CCCCCCCCCCCC(=O)O
4258,thymol,C10H14O,150.22,CC1=CC(=C(C=C1)C(C)C)O
4420,dihydroergocryptine,C32H43N5O5,577.7,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O
1494,fluostigmine,C6H14FO3P,184.15,CC(C)OP(=O)(OC(C)C)F
222,anisindione,C16H12O3,252.26,COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
3542,saralasin,C42H65N13O10,912.0,CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)C)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)NC(C)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)CNC
1974,novobiocin,C31H36N2O11,612.6,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O
332,benzthiazide,C15H14ClN3O4S3,431.9,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N
544,ceforanide,C20H21N7O6S2,519.6,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O
1364,hexachlorophene,C13H6Cl6O2,406.9,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
2096,pentolonium,C15H32N2+2,240.43,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C
4390,choline theophyllinate,C12H21N5O3,283.33,CN1C(=C2C(=NC=N2)N(C1=O)C)[O-].C[N+](C)(C)CCO
1094,ethylestrenol,C20H32O,288.5,CCC1(CCC2C1(CCC3C2CCC4=CCCCC34)C)O
2546,suprofen,C14H12O3S,260.31,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
975,dydrogesterone,C21H28O2,312.4,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C
2039,oxyphenonium,C21H34NO3+,348.5,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
761,cyclothiazide,C14H16ClN3O4S2,389.9,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl
254,atazanavir,C38H52N6O7,704.9,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC
1097,etidocaine,C17H28N2O,276.4,CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C
1273,gallamine,C24H45N3O3,423.6,CCN(CC)CCOC1=C(C(=CC=C1)OCCN(CC)CC)OCCN(CC)CC
518,carprofen,C15H12ClNO2,273.71,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O
1882,nandrolone phenpropionate,C27H34O3,406.6,CC12CCC3C(C1CCC2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CCC35
543,cefoperazone,C25H27N9O8S2,645.7,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
548,cefotiam,C18H23N9O4S3,525.6,CN(C)CCN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O
1560,levallorphan,C19H25NO,283.4,C=CCN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
435,bupropion,C13H18ClNO,239.74,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
460,cabergoline,C26H37N5O2,451.6,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C
1836,montelukast,C35H36ClNO3S,586.2,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
1066,estramustine phosphate,C23H32Cl2NO6P,520.4,CC12CCC3C(C1CCC2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl
4482,corbadrine,C9H13NO3,183.20,CC(C(C1=CC(=C(C=C1)O)O)O)N
5272,angiotensin II,C50H71N13O12,1046.2,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N
34,abacavir,C14H18N6O,286.33,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO
43,aceclofenac,C16H13Cl2NO4,354.2,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
74,acetylsalicylic acid,C9H8O4,180.16,CC(=O)OC1=CC=CC=C1C(=O)O
65,acetylcholine,C7H16NO2+,146.21,CC(=O)OCC[N+](C)(C)C
260,atropine,C17H23NO3,289.4,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
342,bepridil,C24H34N2O,366.5,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3
357,betazole,C5H9N3,111.15,C1=C(NN=C1)CCN
416,buclizine,C28H33ClN2,433.0,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
444,butenafine,C23H27N,317.5,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32
508,carindacillin,C26H26N2O6S,494.6,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC5=C(CCC5)C=C4)C(=O)O)C
516,carfenazine,C24H31N3O2S,425.6,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO
539,cefmetazole,C15H17N7O5S3,471.5,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O
575,cefapirin,C17H17N3O6S2,423.5,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O
681,clioquinol,C9H5ClINO,305.50,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1
846,dextrothyroxine,C15H11I4NO4,776.87,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
971,droxidopa,C9H11NO5,213.19,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O
973,dutasteride,C27H30F6N2O2,528.5,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C
1027,epinastine,C16H15N3,249.31,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N
1241,foscarnet,CH3O5P,126.01,C(=O)(O)P(=O)(O)O
1330,grepafloxacin,C19H22FN3O3,359.4,CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F
1593,lofexidine,C11H12Cl2N2O,259.13,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl
1530,ketotifen,C19H19NOS,309.4,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
1564,levocabastine,C26H29FN2O2,420.5,CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F
1594,lomefloxacin,C17H19F2N3O3,351.35,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
1637,masoprocol,C18H22O4,302.4,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O
1640,mazindol,C16H13ClN2O,284.74,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O
1694,mephentermine,C11H17N,163.26,CC(C)(CC1=CC=CC=C1)NC
1732,methamphetamine,C10H15N,149.23,CC(CC1=CC=CC=C1)NC
1775,methysergide,C21H27N3O2,353.5,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C
1876,nalmefene,C21H25NO3,339.4,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O
1881,nandrolone decanoate,C28H44O3,428.6,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C
2027,oxprenolol,C15H23NO3,265.35,CC(C)NCC(COC1=CC=CC=C1OCC=C)O
2048,pamidronic acid,C3H11NO7P2,235.07,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
2065,pargyline,C11H13N,159.23,CN(CC#C)CC1=CC=CC=C1
2075,pemoline,C9H8N2O2,176.17,C1=CC=C(C=C1)C2C(=O)N=C(O2)N
2079,penciclovir,C10H15N5O3,253.26,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N
2139,phensuximide,C11H11NO2,189.21,CN1C(=O)CC(C1=O)C2=CC=CC=C2
2173,pinacidil,C13H21N5O,263.34,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1.O
2269,probucol,C31H48O2S2,516.8,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C
2316,protirelin,C16H22N6O4,362.38,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N
2397,rofecoxib,C17H14O4S,314.4,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
2433,sermorelin,C149H246N44O42S,3357.9,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)CC)C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)N)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CC3=CC=C(C=C3)O)N
2466,sparfloxacin,C19H22F2N4O3,392.4,CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F
2486,succimer,C4H6O4S2,182.2,C(C(C(=O)O)S)(C(=O)O)S
2495,sulconazole,C18H15Cl3N2S,397.7,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
2630,thiethylperazine,C22H29N3S2,399.6,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C
2734,triclabendazole,C14H9Cl3N2OS,359.7,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl
2752,trimetaphan,C22H25N2OS+,365.5,C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5
2767,troglitazone,C24H27NO5S,441.5,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C
2777,trovafloxacin,C20H15F3N4O3,416.4,C1C2C(C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F
2794,unoprostone isopropyl,C25H44O5,424.6,CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)OC(C)C)O)O
2818,vidarabine,C10H13N5O4,267.24,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
3312,ivabradine,C27H36N2O5,468.6,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC
3355,methyl nicotinate,C7H7NO2,137.14,COC(=O)C1=CN=CC=C1
3483,posaconazole,C37H42F2N8O4,700.8,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
3446,undecylenic acid,C11H20O2,184.27,C=CCCCCCCCCC(=O)O
4106,sucralfate,,,
4181,retigabine,C16H18FN3O2,303.33,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N
4225,axitinib,C22H18N4OS,386.5,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
4230,Ioflupane I-123,C18H23FINO2,427.3,COC(=O)C1C2CCC(N2CCCF)CC1C3=CC=C(C=C3)I
4227,vismodegib,C19H14Cl2N2O3S,421.3,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
4285,Florbetapir F-18,C20H25FN2O3,359.4,CNC1=CC=C(C=C1)C=CC2=CN=C(C=C2)OCCOCCOCCF
4298,apixaban,C25H25N5O4,459.5,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N
4817,rifamycin,C37H47NO12,697.8,CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
